,가게명,메뉴명,가격
3435,정릉동 카페쿠피(cafe cuffee),트리플 초코쿠키,"4,000원"
3436,정릉동 카페쿠피(cafe cuffee),마카다미아 화이트초코쿠키,"4,000원"
3437,정릉동 카페쿠피(cafe cuffee),오레오스모어쿠키,"3,800원"
3438,정릉동 카페쿠피(cafe cuffee),다크피넛버터쿠키,"4,000원"
3439,정릉동 카페쿠피(cafe cuffee),돼지바쿠키,"3,800원"
3440,정릉동 카페쿠피(cafe cuffee),솔티초콜릿쿠키,"3,800원"
3441,정릉동 카페쿠피(cafe cuffee),플레인버터바,"4,500원"
3442,정릉동 카페쿠피(cafe cuffee),황치즈버터바,"5,000원"
3443,정릉동 카페쿠피(cafe cuffee),솔티카라멜버터바,"5,000원"
3444,정릉동 카페쿠피(cafe cuffee),딸기 빅토리아 케이크,"7,800원"
3445,정릉동 카페쿠피(cafe cuffee),딸기 생크림 케이크,"7,800원"
3446,정릉동 카페테인(Caffe TAIN),coffee,"3,300원"
3447,정릉동 카페테인(Caffe TAIN),soda,"3,500원"
3448,정릉동 카페테인(Caffe TAIN),frappe,"5,800원"
3449,정릉동 카페테인(Caffe TAIN),tea,"4,000원"
3450,정릉동 카페테인(Caffe TAIN),dessert,"2,500원"
3451,정릉동 카페테인(Caffe TAIN),학생 DC,500원
3452,정릉동 커피디미방,아인슈페너,"5,500원"
3453,정릉동 커피디미방,아메리카노,"3,500원"
3454,정릉동 커피디미방,카페라떼,"4,500원"
3455,정릉동 커피디미방,바닐라라떼,"5,000원"
3456,정릉동 커피디미방,카라멜마끼아또,"5,000원"
3457,정릉동 커피디미방,디미방라떼,"5,500원"
3458,정릉동 컴포즈커피 정릉아리랑점,커피밀크쉐이크(ONLY ICE),"5,000원"
3459,정릉동 컴포즈커피 정릉아리랑점,딸기스무디(ONLY ICE),"4,300원"
3460,정릉동 컴포즈커피 정릉아리랑점,리얼초코자바칩프라페(ONLY ICE),"4,500원"
3461,정릉동 컴포즈커피 정릉아리랑점,사과생크림와플,"3,500원"
3462,정릉동 컴포즈커피 정릉아리랑점,크루아상와플,"3,000원"
3463,정릉동 컴포즈커피 정릉아리랑점,헨젤과 프레첼(ONLY ICE),"5,200원"
3464,정릉동 컴포즈커피 정릉아리랑점,라떼는말차야(ONLY ICE),"5,200원"
3465,정릉동 컴포즈커피 정릉아리랑점,커피엔 역시 커피빵(ONLY ICE),"4,800원"
3466,정릉동 컴포즈커피 정릉아리랑점,묻고 더블샷으로가(ONLY ICE),"6,700원"
3467,정릉동 컴포즈커피 정릉아리랑점,쫀득카노(ONLY ICE),"6,800원"
3468,정릉동 컴포즈커피 정릉아리랑점,붕어는 T입니다(ONLY ICE),"6,800원"
3469,정릉동 컴포즈커피 정릉아리랑점,아아~초코볼~(ONLY ICE),"4,700원"
3470,정릉동 컴포즈커피 정릉아리랑점,멜로드라마 쉐이크(ONLY ICE),"8,000원"
3471,정릉동 컴포즈커피 정릉아리랑점,커피 내 맘대로 컴보(ONLY ICE),"3,500원"
3472,정릉동 컴포즈커피 정릉아리랑점,디카페인 내 맘대로 컴보(ONLY ICE),"4,500원"
3473,정릉동 컴포즈커피 정릉아리랑점,콜드브루 내 맘대로 컴보(ONLY ICE),"5,000원"
3474,정릉동 컴포즈커피 정릉아리랑점,베버리지 내 맘대로 컴보(ONLY ICE),"5,000원"
3475,정릉동 컴포즈커피 정릉아리랑점,밀크쉐이크 내 맘대로 컴보(ONLY ICE),"5,900원"
3476,정릉동 컴포즈커피 정릉아리랑점,빅포즈 아메리카노(ONLY ICE),"3,500원"
3477,정릉동 컴포즈커피 정릉아리랑점,에스프레소(ONLY HOT),"2,000원"
3478,정릉동 컴포즈커피 정릉아리랑점,아메리카노,"2,000원"
3479,정릉동 컴포즈커피 정릉아리랑점,카페라떼,"3,400원"
3480,정릉동 컴포즈커피 정릉아리랑점,카푸치노(ONLY HOT),"3,400원"
3481,정릉동 컴포즈커피 정릉아리랑점,빅포즈 디카페인 아메리카노(ONLY ICE),"4,500원"
3482,정릉동 컴포즈커피 정릉아리랑점,디카페인 아메리카노,"3,000원"
3483,정릉동 컴포즈커피 정릉아리랑점,디카페인 카페라떼,"4,400원"
3484,정릉동 컴포즈커피 정릉아리랑점,디카페인 바닐라라떼,"4,800원"
3485,정릉동 컴포즈커피 정릉아리랑점,디카페인 헤이즐넛라떼,"4,800원"
3486,정릉동 컴포즈커피 정릉아리랑점,곡물라떼,"3,800원"
3487,정릉동 컴포즈커피 정릉아리랑점,고구마라떼,"4,000원"
3488,정릉동 컴포즈커피 정릉아리랑점,그린티라떼,"4,000원"
3489,정릉동 컴포즈커피 정릉아리랑점,더블초코라떼,"4,000원"
3490,정릉동 컴포즈커피 정릉아리랑점,쿠키초코라떼,"4,000원"
3491,정릉동 컴포즈커피 정릉아리랑점,플레인밀크쉐이크(ONLY ICE),"4,700원"
3492,정릉동 컴포즈커피 정릉아리랑점,캔디소다밀크쉐이크(ONLY ICE),"4,700원"
3493,정릉동 컴포즈커피 정릉아리랑점,팥절미밀크쉐이크(ONLY ICE),"5,000원"
3494,정릉동 컴포즈커피 정릉아리랑점,쿠키밀크쉐이크(ONLY ICE),"5,000원"
3495,정릉동 컴포즈커피 정릉아리랑점,커피밀크쉐이크(ONLY ICE),"5,000원"
3496,정릉동 컴포즈커피 정릉아리랑점,딸기스무디(ONLY ICE),"4,300원"
3497,정릉동 컴포즈커피 정릉아리랑점,망고스무디(ONLY ICE),"4,300원"
3498,정릉동 컴포즈커피 정릉아리랑점,블루베리스무디(ONLY ICE),"4,300원"
3499,정릉동 컴포즈커피 정릉아리랑점,유자스무디(ONLY ICE),"4,300원"
3500,정릉동 컴포즈커피 정릉아리랑점,딸기요거트스무디(ONLY ICE),"4,500원"
3501,정릉동 컴포즈커피 정릉아리랑점,자몽에이드(ONLY ICE),"4,000원"
3502,정릉동 컴포즈커피 정릉아리랑점,레몬에이드(ONLY ICE),"4,000원"
3503,정릉동 컴포즈커피 정릉아리랑점,망고에이드(ONLY ICE),"4,000원"
3504,정릉동 컴포즈커피 정릉아리랑점,유자에이드(ONLY ICE),"4,000원"
3505,정릉동 컴포즈커피 정릉아리랑점,블루레몬에이드(ONLY ICE),"4,000원"
3506,정릉동 컴포즈커피 정릉아리랑점,페퍼민트,"3,000원"
3507,정릉동 컴포즈커피 정릉아리랑점,캐모마일,"3,000원"
3508,정릉동 컴포즈커피 정릉아리랑점,히비스커스,"3,000원"
3509,정릉동 컴포즈커피 정릉아리랑점,블랙퍼스트,"3,000원"
3510,정릉동 컴포즈커피 정릉아리랑점,얼그레이,"3,000원"
3511,정릉동 컴포즈커피 정릉아리랑점,아이스티,"3,500원"
3512,정릉동 컴포즈커피 정릉아리랑점,빅포즈 아이스티(ONLY ICE),"4,400원"
3513,정릉동 컴포즈커피 정릉아리랑점,자몽허니과일티,"4,000원"
3514,정릉동 컴포즈커피 정릉아리랑점,레몬허니과일티,"4,000원"
3515,정릉동 컴포즈커피 정릉아리랑점,유자허니과일티,"4,000원"
3516,정릉동 컴포즈커피 정릉아리랑점,이즈니버터소금빵,"3,300원"
3517,정릉동 컴포즈커피 정릉아리랑점,커피콩빵,"2,500원"
3518,정릉동 컴포즈커피 정릉아리랑점,팥 미니붕어빵,"2,500원"
3519,정릉동 컴포즈커피 정릉아리랑점,슈크림 미니붕어빵,"2,500원"
3520,정릉동 컴포즈커피 정릉아리랑점,감자빵,"3,500원"
3521,정릉동 컴포즈커피 정릉아리랑점,에스프레소 샷 추가,500원
3522,정릉동 컴포즈커피 정릉아리랑점,디카페인 원두 변경,"1,000원"
3523,정릉동 컴포즈커피 정릉아리랑점,디카페인 샷 추가,500원
3524,정릉동 컴포즈커피 정릉아리랑점,휘핑크림 추가,500원
3525,정릉동 컴포즈커피 정릉아리랑점,바닐라시럽 추가,500원
3526,정릉동 큰집닭강정 정릉점,반반세트(음료 대자) 배달가격,"19,000원"
3527,정릉동 큰집닭강정 정릉점,닭강정 특대 + 음료큰거 (배달가격),"18,000원"
3528,정릉동 큰집닭강정 정릉점,닭강정대+음료500ml(배달가격),"13,000원"
3529,정릉동 큰집닭강정 정릉점,닭강정 중 (배달가격),"9,000원"
3530,정릉동 키웨스트 커피,키웨스트,"4,300원"
3531,정릉동 키웨스트 커피,예가체프,"6,000원"
3532,정릉동 키웨스트 커피,과테말라,"5,500원"
3533,정릉동 키웨스트 커피,콜롬비아,"5,500원"
3534,정릉동 키웨스트 커피,브라질,"5,200원"
3535,정릉동 키웨스트 커피,코스타리카,"5,200원"
3536,정릉동 키웨스트 커피,케냐AA,"6,000원"
3537,정릉동 킴스치킨,메뉴 정보 없음,
3538,정릉동 태영식당,메뉴 정보 없음,
3539,정릉동 태영한우정육,"양지머리 100g(한우1+, 1++)","5,000원"
3540,정릉동 태영한우정육,"우불고기 100g(한우1+, 1++)","4,000원"
3541,정릉동 태영한우정육,"육회 100g(한우1+, 1++)","5,000원"
3542,정릉동 태영한우정육,"길비찜용 100g(한우1+, 1++)","6,000원"
3543,정릉동 태영한우정육,특수부위,"18,000원"
3544,정릉동 태영한우정육,치맛살,"12,500원"
3545,정릉동 태영한우정육,오겹,"2,800원"
3546,정릉동 태영한우정육,목살,"2,500원"
3547,정릉동 태영한우정육,항정,"4,000원"
3548,정릉동 태영한우정육,등심,"13,000원"
3549,정릉동 태영한우정육,채끝,"15,000원"
3550,정릉동 태영한우정육,안심,"15,000원"
3551,정릉동 태영한우정육,부채,"12,500원"
3552,정릉동 태영한우정육,업진,"12,500원"
3553,정릉동 태영한우정육,차돌,"10,000원"
3554,정릉동 태준식탁,로스까스(등심 돈까스),"9,000원"
3555,정릉동 태준식탁,규동(소고기 덮밥),"8,000원"
3556,정릉동 태준식탁,유케동(육회 덮밥),"8,500원"
3557,정릉동 태준식탁,믹스까스,"11,000원"
3558,정릉동 태준식탁,가츠동,"7,800원"
3559,정릉동 태준식탁,에비동,"7,800원"
3560,정릉동 태준식탁,믹스동,"8,800원"
3561,정릉동 태준식탁,치킨가라아게동,"7,800원"
3562,정릉동 태준식탁,사누끼 우동,"6,000원"
3563,정릉동 태준식탁,새우튀김 우동,"7,500원"
3564,정릉동 태준식탁,칠리새우,"12,000원"
3565,정릉동 태준식탁,매콤깐풍치킨,"12,000원"
3566,정릉동 태준식탁,우삼겹숙주볶음,"12,000원"
3567,정릉동 태준식탁,모듬 소세지,"13,000원"
3568,정릉동 태준식탁,모듬 튀김,"14,000원"
3569,정릉동 태평양식당,참돔,"60,000원"
3570,정릉동 태평양식당,농어,"60,000원"
3571,정릉동 태평양식당,우럭 대,"60,000원"
3572,정릉동 태평양식당,우럭 중,"45,000원"
3573,정릉동 태평양식당,광어 대,"55,000원"
3574,정릉동 테레,엔쵸비 초리죠 오일 파스타,"18,000원"
3575,정릉동 테레,연어 아보카도 베네딕트,"19,000원"
3576,정릉동 테레,햄&치즈 베네딕트,"16,000원"
3577,정릉동 테레,머슈룸 파스타,"17,000원"
3578,정릉동 테레,오징어 먹물 파스타 / 리소토,"17,000원"
3579,정릉동 테레,치킨랙,"20,000원"
3580,정릉동 테레,문어,"25,000원"
3581,정릉동 테레,타르타르 스테이크(*예약시 미리주문),"20,000원"
3582,정릉동 테레,방울토마토 & 브라타치즈,"16,000원"
3583,정릉동 테레,바스크 치즈케이크,"8,000원"
3584,정릉동 텔미,낙지볶음,"23,000원"
3585,정릉동 토리아에즈,육류_쯔쿠네,"4,800원"
3586,정릉동 토리아에즈,어패류_명란,"4,900원"
3587,정릉동 토리아에즈,밀키트_TAKEOUT,"16,900원"
3588,정릉동 토리아에즈,닭류_염통,"1,500원"
3589,정릉동 토리아에즈,레바닭간,"1,600원"
3590,정릉동 토리아에즈,닭류_모래집,"1,600원"
3591,정릉동 토리아에즈,닭류_척추살,"1,700원"
3592,정릉동 토리아에즈,닭류_가슴살,"1,800원"
3593,정릉동 토리아에즈,닭류_엉덩이,"1,900원"
3594,정릉동 토리아에즈,닭류_네기마,"1,900원"
3595,정릉동 토리아에즈,닭류_껍질,"2,100원"
3596,정릉동 토리아에즈,닭류_허벅지,"2,100원"
3597,정릉동 토리아에즈,닭류_가슴연골,"2,300원"
3598,정릉동 토리아에즈,닭류_무릅연골,"2,300원"
3599,정릉동 토리아에즈,닭류_안창살,"2,400원"
3600,정릉동 토크쇼,메뉴 정보 없음,
3601,정릉동 토크쇼,메뉴 정보 없음,
3602,정릉동 통통 숯불돼지,모든고기,"9,000원"
3603,정릉동 통통 숯불돼지,통통삼겹살,"7,000원"
3604,정릉동 통통 숯불돼지,왕목살,"7,000원"
3605,정릉동 퇘사랑,세트1,"24,000원"
3606,정릉동 퇘사랑,세트2,"24,000원"
3607,정릉동 퇘사랑,세트3,"38,000원"
3608,정릉동 퇘사랑,세트4,"12,000원"
3609,정릉동 퇘사랑,뼈해장국,"8,000원"
3610,정릉동 투다리,투다리꼬치세트,"18,500원"
3611,정릉동 투다리,투다리꼬치세트,"18,500원"
3612,정릉동 페리카나 정릉행복점,1. 후라이드+후라이드+콜라500ml,"26,000원"
3613,정릉동 페리카나 정릉행복점,2. 후라이드+양념+콜라500ml,"27,000원"
3614,정릉동 페리카나 정릉행복점,후라이드치킨,"20,000원"
3615,정릉동 페리카나 정릉행복점,양념치킨,"22,000원"
3616,정릉동 페리카나 정릉행복점,마늘치킨,"22,000원"
3617,정릉동 페리카나 정릉행복점,홍단치킨,"22,000원"
3618,정릉동 페리카나 정릉행복점,홍홍치킨,"22,000원"
3619,정릉동 페리카나 정릉행복점,단단치킨,"22,000원"
3620,정릉동 페리카나 정릉행복점,매콤떡볶이,"5,000원"
3621,정릉동 페리카나 정릉행복점,버터플라이새우,"5,500원"
3622,정릉동 페리카나 정릉행복점,1. 후라이드+후라이드+콜라500ml,"26,000원"
3623,정릉동 페리카나 정릉행복점,2. 후라이드+양념+콜라500ml,"27,000원"
3624,정릉동 페리카나 정릉행복점,3. 양념+양념+콜라500ml,"28,000원"
3625,정릉동 페리카나 정릉행복점,"4.(양념,간장,마늘,매운양념 중 택2)+콜라500ml","28,000원"
3626,정릉동 페리카나 정릉행복점,후라이드반+양념반선택(뼈),"21,000원"
3627,정릉동 페리카나 정릉행복점,후라이드반+양념반선택(순살),"23,000원"
3628,정릉동 페리카나 정릉행복점,다리날개 양념반+후라이드반,"23,000원"
3629,정릉동 페리카나 정릉행복점,후라이드반+양념반(뼈),"21,000원"
3630,정릉동 페리카나 정릉행복점,후라이드반+양념반(순살),"23,000원"
3631,정릉동 페리카나 정릉행복점,1. 순살후라이드+선택 한가지,"28,000원"
3632,정릉동 페리카나 정릉행복점,2. 순살양념+선택 한가지,"29,000원"
3633,정릉동 페리카나 정릉행복점,1. 후라이드+치즈볼+무+캔,"24,000원"
3634,정릉동 페리카나 정릉행복점,2. 양념치킨+치즈볼+무+캔,"26,000원"
3635,정릉동 페리카나 정릉행복점,3. 반반치킨+치즈볼+무+캔,"25,000원"
3636,정릉동 페리카나 정릉행복점,후라이드치킨,"20,000원"
3637,정릉동 페리카나 정릉행복점,매운후라이드치킨,"22,000원"
3638,정릉동 페리카나 정릉행복점,양념치킨,"22,000원"
3639,정릉동 페리카나 정릉행복점,다리날개치킨,"22,000원"
3640,정릉동 페리카나 정릉행복점,간장치킨,"22,000원"
3641,정릉동 페리카나 정릉행복점,치킨뱅이세트,"32,000원"
3642,정릉동 페리카나 정릉행복점,골뱅이(단품),"21,000원"
3643,정릉동 페리카나 정릉행복점,꼬들목,"7,000원"
3644,정릉동 페리카나 정릉행복점,페리치즈볼(5개),"4,000원"
3645,정릉동 페리카나 정릉행복점,츄러스 치즈볼(5개),"4,500원"
3646,정릉동 페리카나 정릉행복점,치즈스틱(5개),"4,000원"
3647,정릉동 페리카나 정릉행복점,콜라(1.25L),"3,000원"
3648,정릉동 페리카나 정릉행복점,콜라(500ml),"2,000원"
3649,정릉동 평사리 메밀 막국수,마늘보쌈(소),"32,000원"
3650,정릉동 평사리 메밀 막국수,마늘보쌈(중),"39,000원"
3651,정릉동 평사리 메밀 막국수,마늘보쌈(대),"46,000원"
3652,정릉동 평사리 메밀 막국수,보쌈정식 1인,"14,500원"
3653,정릉동 평사리 메밀 막국수,1인 평사리 세트,"19,000원"
3654,정릉동 평사리 메밀 막국수,마늘보쌈(소),"32,000원"
3655,정릉동 평사리 메밀 막국수,마늘보쌈(중),"39,000원"
3656,정릉동 평사리 메밀 막국수,마늘보쌈(대),"46,000원"
3657,정릉동 평사리 메밀 막국수,1인보쌈한상 (공기밥미포함),"15,500원"
3658,정릉동 평사리 메밀 막국수,물막국수,"10,500원"
3659,정릉동 평사리 메밀 막국수,1인 혼국수 세트.막국수1개  +메밀만두or메밀전병,"16,500원"
3660,정릉동 평사리 메밀 막국수,2인 다같이국수 세트.막국수2개  +만두 or 메밀,"26,000원"
3661,정릉동 평사리 메밀 막국수,1인 평사리 세트,"19,000원"
3662,정릉동 평사리 메밀 막국수,2인 평사리 세트,"36,000원"
3663,정릉동 평사리 메밀 막국수,1인 행복세트,"25,000원"
3664,정릉동 평사리 메밀 막국수,2인 행복세트,"38,500원"
3665,정릉동 평사리 메밀 막국수,고기추가 220g,"15,000원"
3666,정릉동 평사리 메밀 막국수,고기추가 110g,"9,000원"
3667,정릉동 평사리 메밀 막국수,된장찌개,"2,500원"
3668,정릉동 평사리 메밀 막국수,메밀만두(8개),"6,000원"
3669,정릉동 평사리 메밀 막국수,메밀만두(4개),"3,500원"
3670,정릉동 평사리 메밀 막국수,칠성사이다(335ml),"2,000원"
3671,정릉동 평사리 메밀 막국수,코카콜라(335ml),"2,000원"
3672,정릉동 평사리 메밀 막국수,웰치스(335ml),"2,000원"
3673,정릉동 평사리 메밀 막국수,환타(335ml),"2,000원"
3674,정릉동 평사리 메밀 막국수,시원한 메밀차(500ml),"1,500원"
3675,정릉동 포도집,하우스 브런치 w. 아메리카노 또는 소프트드링크,"17,500원"
3676,정릉동 포도집,연어와 아보카도 플레이트 w. 아메리카노 또는 소프트드링크,"17,500원"
3677,정릉동 포도집,프렌치 토스트 w. 아메리카노 또는 소프트드링크,"17,500원"
3678,정릉동 포도집,까르보나라,"18,000원"
3679,정릉동 포도집,감베로,"18,000원"
3680,정릉동 포도집,뽀모도르,"17,000원"
3681,정릉동 포도집,오늘의 파스타,
3682,정릉동 포도집,리소토 풍기,"18,000원"
3683,정릉동 포도집,시저샐러드,"12,000원"
3684,정릉동 포도집,쉬림프 샐러드,"14,000원"
3685,정릉동 포도집,채끝 등심 스테이크,"46,000원"
3686,정릉동 포도집,연어 스테이크,
3687,정릉동 포도집,가지 그라탕,"16,000원"
3688,정릉동 포도집,감바스 알 아히요,"19,000원"
3689,정릉동 포도집,깔라마리,"13,000원"
3690,정릉동 포차맛집,[무료배달]1인세트,"21,000원"
3691,정릉동 포차맛집,[무료배달]2인세트,"32,000원"
3692,정릉동 포차맛집,불티 시그니처 '직화불날개',"14,000원"
3693,정릉동 포차맛집,편하게 먹기좋은 '직화무뼈닭발',"14,000원"
3694,정릉동 포차맛집,닭발 마니아 '직화뼈닭발',"14,000원"
3695,정릉동 포차맛집,[무료배달]1인세트,"21,000원"
3696,정릉동 포차맛집,[무료배달]2인세트,"32,000원"
3697,정릉동 포차맛집,불티 시그니처 '직화불날개',"14,000원"
3698,정릉동 포차맛집,편하게 먹기좋은 '직화무뼈닭발',"14,000원"
3699,정릉동 포차맛집,닭발 마니아 '직화뼈닭발',"14,000원"
3700,정릉동 포차맛집,칠성사이다(355ml),"2,000원"
3701,정릉동 포차맛집,칠성사이다 제로(355ml),"2,000원"
3702,정릉동 포차맛집,코카콜라(355ml),"2,000원"
3703,정릉동 포차맛집,펩시콜라 제로(355ml),"2,000원"
3704,정릉동 포차천국(국민대점),곱도리탕,"32,800원"
3705,정릉동 포차천국(국민대점),원조치밥,"20,800원"
3706,정릉동 포차천국(국민대점),마늘 넣은 봉골레파스탕,"14,800원"
3707,정릉동 포차천국(국민대점),이븐하게 익은 동파육,"18,800원"
3708,정릉동 포차천국(국민대점),눈꽃치즈육회,"13,800원"
3709,정릉동 포차천국(국민대점),치즈듬뿍 베이컨치즈 감자채전,"12,200원"
3710,정릉동 포차천국(국민대점),페스츄리 피자(페퍼로니/불고기),"15,800원"
3711,정릉동 포차천국(국민대점),콘치즈불닭,"16,800원"
3712,정릉동 포차천국(국민대점),치뱅이,"22,800원"
3713,정릉동 포차천국(국민대점),솥뚜껑 쭈삼,"24,900원"
3714,정릉동 포차천국(국민대점),튀김범벅 떡볶이,"14,800원"
3715,정릉동 포차천국(국민대점),과일하이볼,"6,900원"
3716,정릉동 포차천국(국민대점),우이동 순두부 닭도리탕,"26,800원"
3717,정릉동 포차천국(국민대점),과일요거트 빙수,"10,800원"
3718,정릉동 포차천국(국민대점),파인샤베트,"7,900원"
3719,정릉동 푸라닭 정릉1호점,치즈인이유,"22,900원"
3720,정릉동 푸라닭 정릉1호점,[대표] 고추마요 치킨,"21,900원"
3721,정릉동 푸라닭 정릉1호점,[대표] 블랙알리오,"21,900원"
3722,정릉동 푸라닭 정릉1호점,씬 후라이드,"19,900원"
3723,정릉동 푸라닭 정릉1호점,[인기] 콘소메이징,"21,900원"
3724,정릉동 푸라닭 정릉1호점,치즈인이유,"22,900원"
3725,정릉동 푸라닭 정릉1호점,순살 치즈인이유,"25,900원"
3726,정릉동 푸라닭 정릉1호점,치즈인이유 윙콤보,"25,900원"
3727,정릉동 푸라닭 정릉1호점,내.완.반 (뼈),"19,400원"
3728,정릉동 푸라닭 정릉1호점,내.완.반 (순살),"22,400원"
3729,정릉동 푸라닭 정릉1호점,내.완.반 (윙콤보),"22,400원"
3730,정릉동 푸라닭 정릉1호점,씬 후라이드,"19,900원"
3731,정릉동 푸라닭 정릉1호점,달콤양념 치킨,"21,900원"
3732,정릉동 푸라닭 정릉1호점,[대표] 고추마요 치킨,"21,900원"
3733,정릉동 푸라닭 정릉1호점,[인기] 콘소메이징,"21,900원"
3734,정릉동 푸라닭 정릉1호점,[대표] 블랙알리오,"21,900원"
3735,정릉동 푸라닭 정릉1호점,블랙마요,"23,900원"
3736,정릉동 푸라닭 정릉1호점,블랙투움바,"24,900원"
3737,정릉동 푸라닭 정릉1호점,블랙마불로,"24,900원"
3738,정릉동 푸라닭 정릉1호점,푸라마불로,"22,900원"
3739,정릉동 푸라닭 정릉1호점,마불로 악마에 반하다,"32,300원"
3740,정릉동 푸라닭 정릉1호점,블랙알리오에 반하다,"31,300원"
3741,정릉동 푸라닭 정릉1호점,파불로에 반하다,"31,300원"
3742,정릉동 푸라닭 정릉1호점,푸라닭에 반하다,"30,300원"
3743,정릉동 푸라닭 정릉1호점,[인기] 블랙치즈볼 (5구),"4,900원"
3744,정릉동 푸라닭 정릉1호점,크림치즈볼 (5구),"4,900원"
3745,정릉동 푸라닭 정릉1호점,베이컨 감자볼 (5구),"4,900원"
3746,정릉동 푸라닭 정릉1호점,[인기] 3색볼,"3,400원"
3747,정릉동 푸라닭 정릉1호점,타코볼 (4구),"2,900원"
3748,정릉동 푸라닭 정릉1호점,치자치킨무 추가,800원
3749,정릉동 푸라닭 정릉1호점,고추마요소스 추가,900원
3750,정릉동 푸라닭 정릉1호점,달콤양념소스 추가,900원
3751,정릉동 푸라닭 정릉1호점,악마소스 추가,900원
3752,정릉동 푸라닭 정릉1호점,대파크림소스 추가,900원
3753,정릉동 푸라닭 정릉1호점,코카콜라 245ML(추가),"1,500원"
3754,정릉동 푸라닭 정릉1호점,코카콜라 500ML(추가),"2,000원"
3755,정릉동 푸라닭 정릉1호점,코카콜라 1.25L(추가),"3,000원"
3756,정릉동 푸라닭 정릉1호점,제로콜라 500ML(추가),"2,000원"
3757,정릉동 푸라닭 정릉1호점,제로콜라 1.25L(추가),"3,000원"
3758,정릉동 풍년포차,닭볶음탕(대),"20,000원"
3759,정릉동 풍년포차,닭볶음탕(소),"15,000원"
3760,정릉동 풍년포차,오징어바지락탕,"15,000원"
3761,정릉동 풍년포차,김치고등어조림,"15,000원"
3762,정릉동 풍년포차,국산생삼겹살,"10,000원"
3763,정릉동 풍덕천 두꺼비집 정릉우체국점,숯불 돼지갈비,"23,000원"
3764,정릉동 풍덕천 두꺼비집 정릉우체국점,벌교 꼬막무침,"19,500원"
3765,정릉동 풍덕천 두꺼비집 정릉우체국점,신메뉴출시!! - 불닭볶음면 -,"22,000원"
3766,정릉동 풍덕천 두꺼비집 정릉우체국점,신메뉴출시!! - 수육전골 -,"29,000원"
3767,정릉동 풍덕천 두꺼비집 정릉우체국점,숯불 고추장 불고기,"23,000원"
3768,정릉동 풍덕천 두꺼비집 정릉우체국점,돼지껍데기구이,"15,000원"
3769,정릉동 풍덕천 두꺼비집 정릉우체국점,숯불닭갈비_양념구이,"22,000원"
3770,정릉동 풍덕천 두꺼비집 정릉우체국점,숯불닭갈비_소금구이,"21,000원"
3771,정릉동 풍덕천 두꺼비집 정릉우체국점,양푼떡볶이(차돌/오징어),"19,000원"
3772,정릉동 풍덕천 두꺼비집 정릉우체국점,직화 삼겹 두부김치,"19,000원"
3773,정릉동 풍덕천 두꺼비집 정릉우체국점,경주 한우 육회,"25,000원"
3774,정릉동 풍덕천 두꺼비집 정릉우체국점,경주 한우 물회,"27,000원"
3775,정릉동 풍덕천 두꺼비집 정릉우체국점,안면도 조개탕,"19,500원"
3776,정릉동 풍덕천 두꺼비집 정릉우체국점,양푼짬뽕탕(차돌/오징어),"19,500원"
3777,정릉동 풍덕천 두꺼비집 정릉우체국점,서면오뎅탕,"19,000원"
3778,정릉동 피자나라치킨공주 정릉역점,모쏠탈출(1인)세트,"14,900원"
3779,정릉동 피자나라치킨공주 정릉역점,피치세트(M),"20,900원"
3780,정릉동 피자나라치킨공주 정릉역점,피치세트(L),"24,900원"
3781,정릉동 피자나라치킨공주 정릉역점,치즈 피치세트(M),"20,900원"
3782,정릉동 피자나라치킨공주 정릉역점,치즈 피치세트(L),"24,900원"
3783,정릉동 피자나라치킨공주 정릉역점,페퍼로니 피치세트(M),"20,900원"
3784,정릉동 피자나라치킨공주 정릉역점,페퍼로니 피치세트(L),"24,900원"
3785,정릉동 피자나라치킨공주 정릉역점,치즈크리스피 피치세트(M),"23,900원"
3786,정릉동 피자나라치킨공주 정릉역점,치즈크리스피 피치세트(L),"27,900원"
3787,정릉동 피자나라치킨공주 정릉역점,더블포테이토 피치세트(M),"24,900원"
3788,정릉동 피자나라치킨공주 정릉역점,더블포테이토 피치세트(L),"28,900원"
3789,정릉동 피자나라치킨공주 정릉역점,스위트불고기 피치세트(M),"24,900원"
3790,정릉동 피자나라치킨공주 정릉역점,스위트불고기 피치세트(L),"28,900원"
3791,정릉동 피자나라치킨공주 정릉역점,고구마 피치세트(M),"24,900원"
3792,정릉동 피자나라치킨공주 정릉역점,고구마 피치세트(L),"28,900원"
3793,정릉동 피자나라치킨공주 정릉점,모쏠탈출(1인)세트,"14,900원"
3794,정릉동 피자나라치킨공주 정릉점,피치세트(M),"20,900원"
3795,정릉동 피자나라치킨공주 정릉점,피치세트(L),"24,900원"
3796,정릉동 피자나라치킨공주 정릉점,치즈 피치세트(M),"20,900원"
3797,정릉동 피자나라치킨공주 정릉점,치즈 피치세트(L),"24,900원"
3798,정릉동 피자나라치킨공주 정릉점,페퍼로니 피치세트(M),"20,900원"
3799,정릉동 피자나라치킨공주 정릉점,페퍼로니 피치세트(L),"24,900원"
3800,정릉동 피자나라치킨공주 정릉점,치즈크리스피 피치세트(M),"23,900원"
3801,정릉동 피자나라치킨공주 정릉점,치즈크리스피 피치세트(L),"27,900원"
3802,정릉동 피자나라치킨공주 정릉점,더블포테이토 피치세트(M),"24,900원"
3803,정릉동 피자나라치킨공주 정릉점,더블포테이토 피치세트(L),"28,900원"
